"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151"
1.9317626953125,1.8646240234375,2.1392822265625,1.9317626953125,1.910400390625,2.099609375,1.861572265625,1.947021484375,1.7547607421875,1.953125,1.934814453125,1.8768310546875,1.86767578125,1.9622802734375,2.008056640625,1.9989013671875,2.117919921875,2.203369140625,2.2430419921875,2.44140625,2.69775390625,3.0181884765625,3.564453125,3.9154052734375,4.4464111328125,4.949951171875,5.499267578125,6.0699462890625,6.6131591796875,7.2479248046875,7.7850341796875,8.2366943359375,8.697509765625,9.1094970703125,9.6038818359375,9.8724365234375,10.418701171875,10.3546142578125,10.2691650390625,10.2294921875,10.601806640625,10.6292724609375,10.5194091796875,10.5194091796875,10.382080078125,10.546875,10.0311279296875,9.7686767578125,9.490966796875,9.3902587890625,9.0301513671875,8.65478515625,8.441162109375,7.989501953125,7.7545166015625,7.379150390625,6.89697265625,6.5460205078125,6.103515625,5.8807373046875,5.5816650390625,5.5694580078125,4.98046875,4.6112060546875,4.4464111328125,4.2388916015625,4.0496826171875,4.022216796875,3.9093017578125,3.5736083984375,3.509521484375,3.4423828125,3.2379150390625,3.1097412109375,3.03955078125,2.978515625,2.9296875,2.69775390625,2.57568359375,2.4566650390625,2.4932861328125,2.459716796875,2.0355224609375,2.2125244140625,2.25830078125,2.5604248046875,2.130126953125,2.0904541015625,2.008056640625,2.11181640625,2.0050048828125,1.849365234375,1.74560546875,2.008056640625,2.0416259765625,1.9622802734375,1.9561767578125,1.9683837890625,1.9073486328125,1.910400390625,2.496337890625,1.861572265625,1.904296875,1.8707275390625,1.910400390625,1.837158203125,1.86767578125,1.922607421875,1.6571044921875,1.8890380859375,1.8402099609375,1.8829345703125,1.79443359375,1.806640625,1.8707275390625,1.96533203125,2.1881103515625,1.922607421875,1.89208984375,1.4404296875,1.91650390625,1.8829345703125,2.0263671875,1.812744140625,1.9012451171875,2.130126953125,1.8402099609375,1.910400390625,1.7852783203125,1.9195556640625,1.86767578125,2.3284912109375,1.873779296875,1.79443359375,1.9439697265625,1.9683837890625,1.9805908203125,2.0050048828125,1.953125,1.6265869140625,1.86767578125,1.812744140625,1.971435546875,1.91650390625,1.9500732421875,1.8768310546875,1.873779296875,1.9622802734375,1.9805908203125,1.9378662109375,1.9195556640625
2.001953125,1.7669677734375,2.142333984375,1.94091796875,1.9134521484375,1.971435546875,1.9989013671875,1.9927978515625,1.5838623046875,2.3284912109375,2.1209716796875,2.4444580078125,2.0416259765625,2.0263671875,2.0294189453125,2.01416015625,1.9927978515625,2.1453857421875,1.983642578125,2.0111083984375,2.203369140625,2.0782470703125,2.0294189453125,2.11181640625,1.9989013671875,1.763916015625,2.0782470703125,1.98974609375,2.0111083984375,1.971435546875,2.0599365234375,2.001953125,2.0050048828125,1.9317626953125,2.0782470703125,1.9683837890625,1.947021484375,2.0294189453125,1.9744873046875,1.995849609375,2.001953125,2.117919921875,2.056884765625,2.0355224609375,1.9927978515625,2.191162109375,2.13623046875,2.069091796875,1.7120361328125,2.2979736328125,2.45361328125,3.1219482421875,3.094482421875,3.4271240234375,3.89404296875,4.3121337890625,4.7607421875,4.931640625,5.8502197265625,6.329345703125,6.7474365234375,7.21435546875,7.4981689453125,7.9864501953125,8.0535888671875,8.6517333984375,8.929443359375,8.9324951171875,9.0911865234375,9.0667724609375,9.2437744140625,9.24072265625,9.26513671875,9.197998046875,9.0240478515625,8.9599609375,8.697509765625,8.55712890625,8.4716796875,8.1451416015625,8.5113525390625,7.7789306640625,7.476806640625,7.2357177734375,6.982421875,6.903076171875,6.4727783203125,6.0028076171875,5.2001953125,5.401611328125,5.1177978515625,4.9530029296875,4.6142578125,4.388427734375,4.4830322265625,3.94287109375,3.40576171875,3.4820556640625,3.55224609375,3.3294677734375,3.009033203125,3.1524658203125,3.06396484375,3.0181884765625,2.6947021484375,2.7252197265625,2.7069091796875,2.5634765625,2.4383544921875,2.4566650390625,2.44140625,2.288818359375,2.13623046875,2.1453857421875,2.1209716796875,2.1240234375,2.0660400390625,2.0172119140625,2.1026611328125,2.032470703125,2.06298828125,1.94091796875,2.0355224609375,1.9256591796875,1.9500732421875,1.9683837890625,1.922607421875,1.8707275390625,2.0599365234375,1.953125,2.0477294921875,1.42822265625,1.959228515625,1.910400390625,2.1270751953125,1.8951416015625,1.8768310546875,2.349853515625,1.898193359375,1.904296875,1.654052734375,1.904296875,2.0477294921875,1.727294921875,1.898193359375,1.959228515625,1.9683837890625,1.9378662109375,1.873779296875,1.9927978515625,1.9378662109375
1.9622802734375,1.904296875,2.3529052734375,1.8524169921875,1.910400390625,1.947021484375,1.9500732421875,1.953125,1.953125,1.9622802734375,1.7669677734375,1.8341064453125,2.1148681640625,1.9561767578125,1.9500732421875,1.55029296875,2.0355224609375,2.05078125,2.4688720703125,2.2674560546875,2.5421142578125,2.7557373046875,2.9205322265625,3.18603515625,3.338623046875,4.0130615234375,4.5623779296875,5.0994873046875,5.670166015625,6.329345703125,6.7474365234375,7.366943359375,7.879638671875,8.3038330078125,8.7738037109375,9.1552734375,9.515380859375,9.7869873046875,10.0921630859375,10.25390625,10.589599609375,10.90087890625,10.7208251953125,10.6597900390625,10.6231689453125,10.595703125,10.4339599609375,10.3240966796875,10.0830078125,9.8052978515625,9.5672607421875,9.4024658203125,9.368896484375,8.9080810546875,8.59375,7.977294921875,7.9498291015625,7.476806640625,7.1807861328125,6.73828125,6.3873291015625,6.2896728515625,5.5938720703125,5.1910400390625,4.583740234375,4.5654296875,4.3487548828125,4.034423828125,3.948974609375,3.7872314453125,3.6346435546875,3.47900390625,3.2806396484375,3.2623291015625,3.167724609375,3.0029296875,2.923583984375,2.8472900390625,2.783203125,2.6336669921875,3.094482421875,2.5665283203125,2.3651123046875,2.3468017578125,2.197265625,2.313232421875,2.1697998046875,2.1026611328125,1.86767578125,2.001953125,1.98974609375,2.03857421875,1.9927978515625,1.983642578125,1.89208984375,1.9927978515625,1.9683837890625,1.8035888671875,1.470947265625,1.898193359375,1.861572265625,2.2552490234375,1.7791748046875,1.85546875,1.8280029296875,1.861572265625,1.86767578125,1.5380859375,1.8890380859375,1.8157958984375,1.8402099609375,1.6571044921875,1.8585205078125,1.8798828125,1.849365234375,1.8829345703125,1.8585205078125,1.7486572265625,1.788330078125,2.264404296875,1.8402099609375,1.8035888671875,1.7852783203125,1.84326171875,1.7578125,1.8707275390625,1.861572265625,1.5655517578125,1.8463134765625,1.8157958984375,1.7974853515625,1.7852783203125,1.947021484375,1.8280029296875,1.7730712890625,2.08740234375,1.7547607421875,1.8157958984375,1.35498046875,1.8890380859375,1.806640625,2.0416259765625,1.727294921875,1.6998291015625,1.9805908203125,1.9256591796875,1.8096923828125,1.568603515625,1.7974853515625,1.8157958984375,1.910400390625
1.934814453125,1.47705078125,2.0477294921875,2.0751953125,2.264404296875,2.020263671875,1.885986328125,2.0416259765625,1.971435546875,1.9195556640625,1.739501953125,2.4444580078125,1.8585205078125,1.959228515625,2.0111083984375,1.971435546875,1.953125,1.971435546875,1.959228515625,2.0843505859375,1.9561767578125,1.96533203125,1.9805908203125,1.96533203125,1.9622802734375,1.8890380859375,2.01416015625,1.9989013671875,1.96533203125,2.0263671875,2.0233154296875,1.9256591796875,1.9805908203125,1.8768310546875,1.934814453125,2.044677734375,1.9073486328125,1.98974609375,2.0721435546875,1.96533203125,1.9439697265625,1.7974853515625,2.0294189453125,1.9775390625,1.8310546875,1.9927978515625,1.9927978515625,2.4200439453125,2.0111083984375,1.8157958984375,1.8524169921875,2.044677734375,2.1392822265625,2.1026611328125,2.5909423828125,2.8167724609375,3.2440185546875,3.5552978515625,4.0985107421875,4.78515625,5.487060546875,6.2164306640625,7.1075439453125,7.7667236328125,9.0728759765625,9.075927734375,9.7991943359375,10.3118896484375,10.7818603515625,11.1358642578125,11.419677734375,11.6241455078125,11.7919921875,11.7431640625,11.75537109375,11.602783203125,11.4898681640625,11.3311767578125,11.1907958984375,10.64453125,10.7147216796875,10.2935791015625,10.052490234375,9.7747802734375,9.0576171875,8.990478515625,8.5693359375,8.3526611328125,7.7728271484375,7.4951171875,6.988525390625,6.93359375,6.5948486328125,5.99365234375,5.9234619140625,5.6793212890625,5.5267333984375,5.059814453125,4.8431396484375,4.656982421875,4.443359375,4.2266845703125,4.11376953125,3.64990234375,3.52783203125,3.30810546875,3.2440185546875,3.106689453125,2.9541015625,2.8961181640625,2.8167724609375,2.7313232421875,2.5543212890625,2.5299072265625,2.459716796875,2.3834228515625,2.28271484375,2.13623046875,2.3590087890625,2.1514892578125,2.0782470703125,2.0599365234375,2.1148681640625,1.9805908203125,1.74560546875,1.812744140625,2.0233154296875,2.4200439453125,1.885986328125,1.8585205078125,1.8707275390625,1.96533203125,1.9317626953125,1.6448974609375,1.9439697265625,1.873779296875,1.971435546875,1.9561767578125,1.8951416015625,1.9378662109375,1.6845703125,1.837158203125,1.898193359375,1.8768310546875,1.85546875,1.85546875,1.873779296875,1.8798828125,1.763916015625,1.94091796875,1.885986328125
2.0111083984375,1.849365234375,1.7608642578125,1.9561767578125,1.8524169921875,1.8035888671875,2.3040771484375,1.708984375,1.806640625,1.727294921875,1.8035888671875,1.824951171875,1.8646240234375,1.81884765625,1.5045166015625,1.8768310546875,1.788330078125,1.873779296875,1.91650390625,1.873779296875,1.9317626953125,1.8829345703125,2.1820068359375,1.9561767578125,1.9866943359375,1.6510009765625,2.13623046875,2.471923828125,3.131103515625,2.9998779296875,3.3660888671875,4.0557861328125,4.4525146484375,5.029296875,5.3863525390625,6.2835693359375,6.866455078125,7.2021484375,8.062744140625,8.4442138671875,8.941650390625,9.2620849609375,9.539794921875,9.912109375,10.015869140625,10.6903076171875,10.1593017578125,10.26611328125,10.2813720703125,10.1165771484375,10.009765625,9.8541259765625,9.8052978515625,9.173583984375,9.2498779296875,8.990478515625,8.8531494140625,8.5357666015625,8.2000732421875,7.879638671875,7.4462890625,7.1746826171875,6.2255859375,6.341552734375,6.09130859375,5.712890625,5.322265625,5.0048828125,4.9957275390625,4.425048828125,4.278564453125,3.8421630859375,3.961181640625,3.6712646484375,3.5430908203125,3.3233642578125,3.076171875,3.1768798828125,2.996826171875,2.850341796875,2.777099609375,2.60009765625,2.4078369140625,2.3956298828125,2.52685546875,2.288818359375,2.178955078125,2.1636962890625,2.0782470703125,2.1087646484375,1.9805908203125,1.94091796875,1.8157958984375,1.947021484375,1.922607421875,1.837158203125,1.9378662109375,1.824951171875,1.8341064453125,1.6693115234375,1.837158203125,1.66015625,1.79443359375,1.7486572265625,1.8646240234375,2.069091796875,1.7303466796875,1.751708984375,1.4678955078125,1.861572265625,1.751708984375,1.7822265625,1.7791748046875,1.727294921875,1.812744140625,1.6143798828125,1.9012451171875,1.861572265625,1.824951171875,1.806640625,1.727294921875,1.8035888671875,1.7333984375,1.9775390625,1.7822265625,1.7730712890625,1.8402099609375,1.7730712890625,1.7669677734375,1.7669677734375,1.776123046875,1.5655517578125,1.79443359375,1.812744140625,1.739501953125,1.7425537109375,1.7822265625,1.7578125,1.7730712890625,1.4923095703125,1.7608642578125,1.7791748046875,2.16064453125,1.74560546875,1.8707275390625,1.611328125,1.7120361328125,1.7120361328125,1.74560546875,1.7822265625,1.7242431640625
1.9195556640625,1.8402099609375,1.959228515625,1.9134521484375,1.995849609375,1.9195556640625,1.9439697265625,2.44140625,1.910400390625,1.9622802734375,2.0294189453125,1.995849609375,1.9256591796875,2.056884765625,1.983642578125,2.4139404296875,1.4251708984375,1.9500732421875,2.117919921875,2.5146484375,2.142333984375,2.3956298828125,2.50244140625,3.1585693359375,3.6285400390625,4.26025390625,4.9530029296875,5.7708740234375,6.646728515625,7.36083984375,8.2122802734375,8.63037109375,9.4024658203125,10.076904296875,10.4522705078125,10.9619140625,11.3006591796875,11.5997314453125,11.7523193359375,11.492919921875,11.8316650390625,11.70654296875,11.6546630859375,11.3861083984375,11.1968994140625,10.9954833984375,10.699462890625,10.3363037109375,10.1531982421875,9.8724365234375,9.6282958984375,9.112548828125,8.67919921875,8.4564208984375,7.82470703125,7.672119140625,6.976318359375,6.854248046875,6.48193359375,6.3140869140625,5.9539794921875,5.6854248046875,5.5755615234375,5.2886962890625,4.9713134765625,4.7332763671875,4.4830322265625,4.351806640625,4.0557861328125,3.9398193359375,3.680419921875,3.5980224609375,3.3050537109375,3.1707763671875,3.0853271484375,2.9052734375,2.8106689453125,2.62451171875,2.5665283203125,2.4444580078125,2.4169921875,2.0294189453125,2.38037109375,2.276611328125,2.4932861328125,2.105712890625,2.0050048828125,2.0965576171875,2.1331787109375,1.9439697265625,1.824951171875,1.9866943359375,1.91650390625,2.0294189453125,1.8524169921875,2.056884765625,1.9805908203125,1.849365234375,1.8951416015625,1.812744140625,1.800537109375,1.8951416015625,2.1575927734375,1.9287109375,1.77001953125,1.8310546875,1.8280029296875,1.85546875,1.9012451171875,1.89208984375,2.386474609375,1.7730712890625,1.98974609375,1.8096923828125,1.806640625,1.3702392578125,1.8402099609375,1.849365234375,2.3040771484375,1.7242431640625,1.8402099609375,1.6815185546875,1.8157958984375,1.84326171875,1.7852783203125,1.7730712890625,1.5045166015625,1.8707275390625,1.806640625,1.824951171875,1.85546875,1.7181396484375,1.800537109375,1.6815185546875,1.629638671875,1.788330078125,1.776123046875,1.7486572265625,1.7974853515625,1.8768310546875,1.7852783203125,1.806640625,1.898193359375,1.7669677734375,1.7303466796875,1.7364501953125,1.9012451171875,1.812744140625,1.7974853515625,1.4984130859375,1.9195556640625
1.9744873046875,2.0660400390625,1.9134521484375,1.9439697265625,1.9134521484375,1.6845703125,2.001953125,1.959228515625,1.898193359375,1.8829345703125,1.8524169921875,1.934814453125,2.03857421875,1.8218994140625,1.953125,1.9500732421875,1.9073486328125,1.593017578125,1.983642578125,1.94091796875,2.1148681640625,1.9683837890625,1.86767578125,2.0538330078125,1.910400390625,1.8341064453125,1.6387939453125,1.9012451171875,1.91650390625,1.995849609375,1.8829345703125,1.995849609375,2.069091796875,2.0965576171875,2.154541015625,2.301025390625,2.5054931640625,2.9144287109375,3.21044921875,3.89404296875,4.449462890625,5.0994873046875,5.77392578125,6.536865234375,7.2906494140625,7.958984375,8.53271484375,9.1400146484375,9.6221923828125,10.0067138671875,10.3912353515625,10.7818603515625,11.03515625,11.1236572265625,11.0198974609375,11.3250732421875,11.199951171875,11.4654541015625,10.9893798828125,10.8917236328125,10.3057861328125,10.3363037109375,10.1654052734375,10.040283203125,9.68017578125,9.3994140625,9.100341796875,8.72802734375,8.10546875,8.0169677734375,7.5958251953125,7.293701171875,6.915283203125,6.40869140625,6.1676025390625,5.8807373046875,5.40771484375,5.377197265625,5.0079345703125,4.7393798828125,4.4921875,4.1900634765625,3.9398193359375,3.7445068359375,3.69873046875,3.6041259765625,3.2135009765625,3.0426025390625,2.4169921875,2.7496337890625,2.6458740234375,3.009033203125,2.996826171875,2.5299072265625,2.2979736328125,2.349853515625,2.227783203125,2.032470703125,2.1820068359375,2.1514892578125,2.60009765625,2.0172119140625,1.9927978515625,2.06298828125,2.0782470703125,1.8524169921875,1.8463134765625,1.8280029296875,2.2613525390625,1.7181396484375,1.74560546875,1.885986328125,1.8646240234375,1.77001953125,1.7059326171875,1.8157958984375,1.9561767578125,1.702880859375,1.7120361328125,1.8218994140625,1.7578125,1.6998291015625,1.69677734375,1.8341064453125,1.6937255859375,1.568603515625,1.702880859375,1.788330078125,2.0721435546875,1.6998291015625,1.7974853515625,1.519775390625,1.5289306640625,1.6937255859375,1.812744140625,1.751708984375,1.8463134765625,1.812744140625,1.806640625,1.74560546875,1.55029296875,1.7364501953125,1.849365234375,1.77001953125,1.861572265625,1.806640625,1.788330078125,1.8035888671875,1.5869140625,1.8310546875,1.788330078125
1.812744140625,1.751708984375,1.5228271484375,1.806640625,1.8646240234375,2.105712890625,1.8646240234375,1.8035888671875,1.5960693359375,1.8341064453125,1.8585205078125,1.9073486328125,2.3406982421875,1.776123046875,1.81884765625,1.8585205078125,1.8280029296875,1.8280029296875,1.74560546875,1.7913818359375,1.5625,1.8646240234375,1.873779296875,1.86767578125,1.8218994140625,1.763916015625,1.8157958984375,1.8585205078125,1.64794921875,1.898193359375,2.0050048828125,1.8402099609375,1.85546875,1.7822265625,1.947021484375,1.86767578125,2.13623046875,1.8310546875,1.898193359375,1.72119140625,1.971435546875,2.0050048828125,2.1392822265625,2.1026611328125,2.2125244140625,2.24609375,2.44140625,2.728271484375,2.94189453125,3.369140625,3.887939453125,4.4036865234375,5.0201416015625,5.79833984375,6.5155029296875,7.0953369140625,7.7301025390625,8.270263671875,8.8653564453125,9.0118408203125,9.72900390625,10.0616455078125,10.321044921875,10.4766845703125,10.4400634765625,10.5743408203125,10.626220703125,10.9527587890625,10.3240966796875,10.1806640625,9.7015380859375,9.75341796875,9.515380859375,9.466552734375,9.100341796875,8.9111328125,8.538818359375,8.148193359375,7.84912109375,7.4737548828125,7.1807861328125,6.75048828125,6.3262939453125,5.6549072265625,5.5816650390625,5.4046630859375,5.0750732421875,4.82177734375,4.6051025390625,4.449462890625,4.193115234375,4.06494140625,3.9520263671875,3.7353515625,3.47900390625,3.131103515625,3.16162109375,2.9296875,3.22265625,2.8045654296875,2.679443359375,2.252197265625,2.42919921875,2.2247314453125,2.2430419921875,2.1026611328125,2.0355224609375,2.0782470703125,1.91650390625,1.8585205078125,1.7974853515625,1.800537109375,1.8096923828125,1.6998291015625,1.611328125,1.763916015625,1.715087890625,1.605224609375,1.6815185546875,1.69677734375,1.6204833984375,1.67236328125,2.1636962890625,1.7791748046875,1.69677734375,1.708984375,1.2664794921875,1.7425537109375,1.702880859375,2.0965576171875,1.3885498046875,1.708984375,1.4923095703125,1.74560546875,1.800537109375,1.8096923828125,1.74560546875,1.763916015625,1.8768310546875,1.7822265625,1.7822265625,1.7791748046875,1.7578125,1.7120361328125,1.6448974609375,1.812744140625,1.800537109375,1.8829345703125,1.7181396484375,1.7547607421875,1.7974853515625
1.98974609375,1.86767578125,1.8829345703125,1.910400390625,1.904296875,1.89208984375,2.0294189453125,1.9775390625,1.9500732421875,1.9317626953125,1.9073486328125,1.9744873046875,1.983642578125,1.763916015625,1.5228271484375,1.9012451171875,1.8707275390625,2.3956298828125,1.9317626953125,1.94091796875,1.763916015625,2.069091796875,1.9256591796875,1.959228515625,1.9439697265625,1.837158203125,2.05078125,1.9317626953125,1.9622802734375,1.9561767578125,1.8310546875,1.84326171875,1.8280029296875,1.91650390625,1.8798828125,2.0233154296875,1.62353515625,1.9439697265625,1.8951416015625,1.8829345703125,1.9500732421875,1.910400390625,1.9683837890625,1.9256591796875,1.611328125,1.7181396484375,1.995849609375,2.0263671875,2.2247314453125,2.1209716796875,2.2308349609375,2.288818359375,2.9266357421875,3.2257080078125,3.91845703125,4.3060302734375,4.913330078125,5.6304931640625,6.2469482421875,6.8939208984375,7.6202392578125,8.2244873046875,8.89892578125,9.28955078125,9.8175048828125,10.16845703125,10.5804443359375,10.4034423828125,10.968017578125,10.992431640625,11.0198974609375,10.9710693359375,10.85205078125,10.687255859375,10.5682373046875,10.3790283203125,10.4522705078125,9.8480224609375,9.6832275390625,9.31396484375,9.09423828125,8.6761474609375,8.59375,7.9833984375,7.550048828125,7.2845458984375,6.951904296875,6.4971923828125,6.2347412109375,5.810546875,5.3558349609375,5.2093505859375,5.035400390625,4.827880859375,4.718017578125,4.4219970703125,4.2236328125,4.0802001953125,3.8818359375,3.8360595703125,3.7384033203125,3.643798828125,3.3477783203125,3.2073974609375,2.5543212890625,3.18603515625,2.8533935546875,3.28369140625,2.655029296875,2.593994140625,2.1942138671875,2.40478515625,2.34375,2.0751953125,2.3223876953125,2.191162109375,2.20947265625,2.166748046875,2.0904541015625,2.105712890625,2.020263671875,1.9378662109375,2.0355224609375,2.008056640625,2.001953125,1.9195556640625,2.001953125,1.9927978515625,2.2491455078125,2.0172119140625,1.9012451171875,1.9287109375,1.8585205078125,1.94091796875,1.96533203125,2.044677734375,1.6815185546875,1.8768310546875,1.8951416015625,1.885986328125,1.9775390625,1.7852783203125,1.9378662109375,1.971435546875,1.9805908203125,1.9317626953125,1.910400390625,2.0111083984375,1.8798828125,1.9378662109375,1.8218994140625
1.934814453125,1.8157958984375,2.032470703125,1.8310546875,1.8707275390625,1.8829345703125,1.910400390625,1.776123046875,2.0172119140625,1.8157958984375,1.904296875,1.72119140625,1.8890380859375,1.8646240234375,1.98974609375,1.8707275390625,1.9378662109375,1.94091796875,1.8829345703125,1.9317626953125,1.8707275390625,1.8463134765625,1.9561767578125,1.9775390625,2.08740234375,2.2308349609375,2.3345947265625,2.5360107421875,2.9205322265625,3.38134765625,4.0679931640625,4.4219970703125,5.0323486328125,5.242919921875,6.298828125,7.0037841796875,8.1329345703125,8.2427978515625,8.6273193359375,8.8226318359375,9.4573974609375,9.7412109375,10.0860595703125,10.205078125,10.26611328125,10.302734375,9.979248046875,9.9945068359375,9.7808837890625,9.7625732421875,9.6099853515625,9.3719482421875,9.16748046875,8.795166015625,8.3038330078125,8.258056640625,7.8521728515625,7.586669921875,7.38525390625,6.884765625,6.3507080078125,5.7159423828125,5.6884765625,5.50537109375,5.6640625,5.01708984375,4.705810546875,4.278564453125,4.339599609375,4.1748046875,3.9215087890625,3.8604736328125,3.7353515625,3.558349609375,3.2806396484375,3.1829833984375,3.0364990234375,3.009033203125,2.7099609375,2.777099609375,2.667236328125,2.5390625,2.459716796875,2.459716796875,2.301025390625,2.30712890625,2.301025390625,2.197265625,2.1453857421875,1.7974853515625,2.0965576171875,2.105712890625,2.3773193359375,1.947021484375,1.7364501953125,1.6632080078125,1.9439697265625,1.934814453125,2.044677734375,1.9378662109375,1.904296875,1.904296875,1.6510009765625,1.9287109375,1.873779296875,1.9012451171875,1.800537109375,1.837158203125,1.81884765625,1.84326171875,1.6632080078125,1.904296875,1.89208984375,1.8646240234375,1.89208984375,1.849365234375,1.861572265625,1.416015625,1.5777587890625,1.904296875,2.301025390625,1.8157958984375,1.885986328125,1.702880859375,1.85546875,1.934814453125,1.59912109375,1.9561767578125,1.9287109375,1.9012451171875,1.9683837890625,1.9317626953125,1.96533203125,1.873779296875,1.5899658203125,1.8341064453125,1.94091796875,1.922607421875,1.91650390625,1.922607421875,1.8585205078125,1.885986328125,1.605224609375,1.8890380859375,1.9134521484375,1.7791748046875,1.849365234375,1.885986328125,1.9927978515625,1.9012451171875,1.6448974609375
